siren,siret,finess,nom,type,naf,libelle,commune,departement,telephone,source
301367173,30136717300046,,ETABLISSEMENTS ANDRE PENTECOTE,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,DOMPIERRE-SUR-MER,17,,sirene
312936974,31293697400038,,SOLINET 17,proprete,81.21Z,Nettoyage courant des batiments,ROCHEFORT,17,,sirene
313180143,31318014300015,,RATEAU CHAUFFAGE,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,AYTRE,17,,sirene
882572563,88257256300014,,DUPRE MAINTENANCE ENERGIES,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,SAINTES,17,,sirene
882613821,88261382100017,,DUPRE HABITAT ENERGIES,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,SAINTES,17,,sirene
887827863,88782786300036,,CDO SECURITY,securite,80.10Z,Activites de securite privee,GREZAC,17,,sirene
802743625,80274362500039,,ARAS PROPRETE,proprete,81.22Z,Autres activites de nettoyage des batiments et nettoyage industriel,SAINTES,17,,sirene
803486729,80348672900012,,TECHNICOL SAINTONGE,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,SAINTES,17,,sirene
527050132,52705013200010,,SOC DE TRANSPORTS ET TRAVAUX PUB BORDET,reseaux,42.21Z,Construction de reseaux pour fluides,SAINT-FORT-SUR-GIRONDE,17,,sirene
393111497,39311149700011,,THIONNET SERVICE INDUSTRIE,maintenance,33.14Z,Reparation d'equipements electriques,SURGERES,17,,sirene
393709811,39370981100037,,SERVY CLEAN,proprete,81.21Z,Nettoyage courant des batiments,PERIGNY,17,,sirene
387981798,38798179800045,,AUNIS SAINTONGE ELECTRICITE,reseaux,42.22Z,Construction de reseaux electriques et de telecommunications,SAINTES,17,,sirene
332759893,33275989300040,,MANDIN ENERGIE,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,ROYAN,17,,sirene
325919116,32591911600013,,ALBERT,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,MONTENDRE,17,,sirene
444013270,44401327000020,,SAS PETIOT,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,ECOYEUX,17,,sirene
444611685,44461168500033,,SARL BOUDEAUD,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,SAINT-SULPICE-DE-ROYAN,17,,sirene
445398332,44539833200038,,MILLE FEUILLES,securite,80.10Z,Activites de securite privee,ROYAN,17,,sirene
251700969,25170096900016,,SI DE CYLINDRAGE ET DE NETTOIEMENT DU SUD SAINTONGE,proprete,81.29B,Autres activites de nettoyage n.c.a.,MONTGUYON,17,,sirene
416780138,41678013800069,,MISO DESENFUMAGE,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,MAZERES,33,,sirene
401693551,40169355100020,,POITOU CHARENTES ASSISTANCE,proprete,81.29B,Autres activites de nettoyage n.c.a.,VOUNEUIL-SOUS-BIARD,86,,sirene
399996404,39999640400022,,ASS  LA VERDINIERE,proprete,81.30Z,Services d'amenagement paysager,RIVEDOUX-PLAGE,17,,sirene
751439886,75143988600027,,FARFIER ELECTRICITE,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,PONS,17,,sirene
338919244,33891924400032,,CHAUFFAGE SANITAIRE DE L'AUNIS,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,LUSSANT,17,,sirene
345295448,34529544800038,,ISOLATION ECONOMIQUE 17,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,SAINT GEORGES D'OLERON,17,,sirene
890432818,89043281800023,,EQUANIME SECURITE,securite,80.20Z,Activites liees aux systemes de securite,SAINT-JEAN-D'ILLAC,33,,sirene
890871254,89087125400037,,LSG,cvc,43.29A,Travaux d'isolation,SALLES-SUR-MER,17,,sirene
910432913,91043291300010,,PAYSAGISTE COTE DE BEAUTE,proprete,81.30Z,Services d'amenagement paysager,SAINT-GEORGES-DE-DIDONNE,17,,sirene
911239440,91123944000017,,ATMOS LA ROCHELLE,proprete,81.22Z,Autres activites de nettoyage des batiments et nettoyage industriel,LA ROCHELLE,17,,sirene
918639550,91863955000014,,A6 SERVICES,maintenance,33.12Z,Reparation de machines et equipements mecaniques,SAINTES,17,,sirene
920450806,92045080600012,,ABBS HABITAT LA ROCHELLE,proprete,81.22Z,Autres activites de nettoyage des batiments et nettoyage industriel,LAGORD,17,,sirene
841477631,84147763100037,,ARAS PROPRETE LITTORAL,proprete,81.22Z,Autres activites de nettoyage des batiments et nettoyage industriel,SAUJON,17,,sirene
834134140,83413414000013,,PROPRETE ROCHEFORTAISE,proprete,81.21Z,Nettoyage courant des batiments,ROCHEFORT,17,,sirene
830084828,83008482800037,,A.P.C. HOME,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,LAGORD,17,,sirene
423955103,42395510300027,,CARRE VERT PAYSAGE,proprete,81.30Z,Services d'amenagement paysager,CORME-ECLUSE,17,,sirene
434450052,43445005200015,,SARL BERGER,proprete,81.30Z,Services d'amenagement paysager,SOUMERAS,17,,sirene
429231756,42923175600041,,ALARMES CHARENTAISES,securite,80.20Z,Activites liees aux systemes de securite,ROYAN,17,,sirene
841872013,84187201300021,,GIRARD,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,SAINT-JEAN-D'ANGELY,17,,sirene
480911684,48091168400029,,AG SERVICES,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,EPARGNES,17,,sirene
483385159,48338515900023,,CORNUAUD PAYSAGE,proprete,81.30Z,Services d'amenagement paysager,SABLONCEAUX,17,,sirene
490280294,49028029400045,,SERVY CLEAN A LA MAISON,proprete,81.21Z,Nettoyage courant des batiments,PERIGNY,17,,sirene
479979791,47997979100056,,SARL GROUPE MENARD ENERGIE,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,SAINT-PORCHAIRE,17,,sirene
488684424,48868442400036,,A VOTRE SERVICE,proprete,81.21Z,Nettoyage courant des batiments,AYTRE,17,,sirene
489852442,48985244200024,,ZELTRON 17,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,LES MATHES,17,,sirene
844255703,84425570300010,,ENVIE CHARENTE MARITIME,depannage,95.22Z,Reparation d'appareils electromenagers et d'equipements pour la maison et le jardin,PERIGNY,17,,sirene
847697737,84769773700025,,INTEGRALE SECURITE,securite,80.10Z,Activites de securite privee,AYTRE,17,,sirene
852284983,85228498300024,,ALLAIRE DU TEMPS AND CO,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,LA ROCHELLE,17,,sirene
850690470,85069047000016,,COMPAGNIE D'ENVIRONNEMENT ROYAN ATLANTIQUE,environnement,37.00Z,Collecte et traitement des eaux usees,VAUX-SUR-MER,17,,sirene
852887058,85288705800026,,MDINFORMATIQUE,depannage,95.11Z,Reparation d'ordinateurs et d'equipements peripheriques,LES GONDS,17,,sirene
893547828,89354782800010,,AUNIS CONFORT SERVICES,proprete,81.21Z,Nettoyage courant des batiments,LA ROCHELLE,17,,sirene
414135574,41413557400039,,SOCIETE AUGRY,controle,71.20B,"Analyses, essais et inspections techniques",SAINT-GEORGES-DE-DIDONNE,17,,sirene
517597779,51759777900019,,ORIAD POITOU-CHARENTES,environnement,37.00Z,Collecte et traitement des eaux usees,SAINTE-SOULLE,17,,sirene
530158609,53015860900020,,P.A.G.E.S. NETTOYAGE,proprete,81.21Z,Nettoyage courant des batiments,VAUX-SUR-MER,17,,sirene
522079342,52207934200039,,SALLIOT PROPRETE SERVICES,proprete,81.21Z,Nettoyage courant des batiments,MARANS,17,,sirene
509486460,50948646000025,,BALAND PAYSAGE,proprete,81.30Z,Services d'amenagement paysager,LE THOU,17,,sirene
512649229,51264922900022,,TECHNI-PROPRETE,proprete,81.22Z,Autres activites de nettoyage des batiments et nettoyage industriel,SAINT-VIVIEN,17,,sirene
502431448,50243144800013,,LAFITTE PAYSAGE,proprete,81.30Z,Services d'amenagement paysager,ROYAN,17,,sirene
505154765,50515476500018,,FRANCE PRO HABITAT,cvc,43.29A,Travaux d'isolation,SAINT-SAUVEUR-D'AUNIS,17,,sirene
507976538,50797653800011,,CLIMTHERMIC,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,PONS,17,,sirene
450519103,45051910300011,,ETABLISSEMENTS ROBLIN,maintenance,33.12Z,Reparation de machines et equipements mecaniques,FORGES,17,,sirene
450972328,45097232800022,,ATLANTIQUE ANALYSES S.A.S.,controle,71.20B,"Analyses, essais et inspections techniques",LA ROCHELLE,17,,sirene
790673487,79067348700027,,ISONEUF,cvc,43.29A,Travaux d'isolation,SAUJON,17,,sirene
524708344,52470834400030,,AP3 ELEC,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,SAINT-MEDARD-D'AUNIS,17,,sirene
538460510,53846051000018,,GUERIN ELECTRICITE PLOMBERIE,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,ECOYEUX,17,,sirene
538994641,53899464100024,,SARL HURON FRERES,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,SAINT-VIVIEN,17,,sirene
789393642,78939364200028,,17 SECURITE,securite,80.10Z,Activites de securite privee,LA ROCHELLE,17,,sirene
922114780,92211478000021,,SASU ITAL TEC,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,AYTRE,17,,sirene
753419175,75341917500041,,NET PLUS LA ROCHELLE,proprete,81.21Z,Nettoyage courant des batiments,AYTRE,17,,sirene
343004511,34300451100386,,SUEZ RV CENTRE OUEST,environnement,38.11Z,Collecte des dechets non dangereux,MONTLOUIS-SUR-LOIRE,37,,sirene
803915032,80391503200020,,E.B.S. ISOLATION,cvc,43.29A,Travaux d'isolation,CASTRES,81,,sirene
085480440,08548044000362,,SOCIETE ORLEANAISE D'ASSAINISSEMENT,environnement,37.00Z,Collecte et traitement des eaux usees,NANTES,44,,sirene
334782059,33478205900227,,TCGO,depannage,95.11Z,Reparation d'ordinateurs et d'equipements peripheriques,SOTTEVILLE-LES-ROUEN,76,,sirene
390639953,39063995300038,,MINEBEA INTEC FRANCE,maintenance,33.12Z,Reparation de machines et equipements mecaniques,ROISSY-EN-FRANCE,95,,sirene
511820896,51182089600096,,MUGO PAYSAGE,proprete,81.30Z,Services d'amenagement paysager,TRAPPES,78,,sirene
509460770,50946077000019,,OMR INFOGERANCE,depannage,95.11Z,Reparation d'ordinateurs et d'equipements peripheriques,SAINT-SEBASTIEN-SUR-LOIRE,44,,sirene
408016145,40801614500117,,COGEM,depannage,95.22Z,Reparation d'appareils electromenagers et d'equipements pour la maison et le jardin,VAULX-EN-VELIN,69,,sirene
510178627,51017862700061,,MISTRAL ASCENSEURS,maintenance,43.29B,Autres travaux d'installation n.c.a.,MARCOUSSIS,91,,sirene
382119238,38211923800030,,CTSP CENTRE,environnement,38.11Z,Collecte des dechets non dangereux,BOURGES,18,,sirene
418431029,41843102900010,,LA COLLECTE MEDICALE,environnement,38.12Z,Collecte des dechets dangereux,CHATEAUBOURG,35,,sirene
801625443,80162544300016,,OMS ENERGIE,proprete,81.22Z,Autres activites de nettoyage des batiments et nettoyage industriel,SAINT-OUEN-L'AUMONE,95,,sirene
417713690,41771369000028,,AIRMAX GROUPE,maintenance,33.12Z,Reparation de machines et equipements mecaniques,BOURGES,18,,sirene
898310149,89831014900031,,PCE MOBILE,reseaux,42.22Z,Construction de reseaux electriques et de telecommunications,LE GRAND-QUEVILLY,76,,sirene
305190928,30519092800021,,ENTREPRISE MILLET ET FILS,reseaux,42.22Z,Construction de reseaux electriques et de telecommunications,VIERZON,18,,sirene
329009559,32900955900108,,EIFFAGE ENERGIE SYSTEMES - CENTRE LOIRE,reseaux,43.21B,Travaux d'installation electrique sur la voie publique,ORLEANS,45,,sirene
434429486,43442948600062,,EDDIA TRAVAUX,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,SAINT-JEAN-DE-LA-RUELLE,45,,sirene
435082649,43508264900185,,NOVINTEL,reseaux,42.22Z,Construction de reseaux electriques et de telecommunications,RENNES,35,,sirene
790088017,79008801700112,,ESPACE CLOTURE CENTRE,maintenance,43.29B,Autres travaux d'installation n.c.a.,SAINT-PIERRE-DE-CHANDIEU,69,,sirene
344152475,34415247500028,,FACTORIA CVL,maintenance,33.12Z,Reparation de machines et equipements mecaniques,BLOIS,41,,sirene
432823458,43282345800018,,VITINE SELECTIONS,controle,71.20B,"Analyses, essais et inspections techniques",BEAUNE,21,,sirene
502406432,50240643200109,,CENTRE VAL SERVICE,proprete,81.21Z,Nettoyage courant des batiments,BUC,78,,sirene
535258917,53525891700090,,FACEO FM CENTRE OUEST,proprete,81.10Z,Activites combinees de soutien lie aux batiments,SARAN,45,,sirene
922066626,92206662600065,,BERRY SOLAR,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,CHATEAUROUX,36,,sirene
332124726,33212472600131,,TUNZINI CENTRE VAL DE LOIRE,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,TOURS,37,,sirene
353552763,35355276300057,,AIR COMPRESSEUR SERVICE,maintenance,33.12Z,Reparation de machines et equipements mecaniques,JOIGNY,89,,sirene
451010144,45101014400108,,INDUSTHEO,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,SARAN,45,,sirene
477971949,47797194900011,,JEAN GESSET ET FILS,environnement,37.00Z,Collecte et traitement des eaux usees,VIERZON,18,,sirene
391496957,39149695700088,,SWISSLOG FRANCE,maintenance,33.12Z,Reparation de machines et equipements mecaniques,SURESNES,92,,sirene
484630827,48463082700018,,ATN SAS,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,NEVERS,58,,sirene
387780729,38778072900027,,EQUIPEMENTS CARROSSERIE CLIMATISATION,maintenance,33.20B,Installation de machines et equipements mecaniques,INGRE,45,,sirene
393617170,39361717000013,,CLIMAVIN SAS,maintenance,33.20B,Installation de machines et equipements mecaniques,SANCERRE,18,,sirene
389685678,38968567800028,,SARL BOUCHERAT,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,CHATEAUMEILLANT,18,,sirene
334454857,33445485700031,,CLEMENT TRAVAUX PUBLICS DE SOLOGNE,reseaux,42.21Z,Construction de reseaux pour fluides,SALBRIS,41,,sirene
429410848,42941084800015,,ARCTIQUE,maintenance,33.20B,Installation de machines et equipements mecaniques,SAINT-AMAND-MONTROND,18,,sirene
514091925,51409192500065,,GEOTHERM-ECO,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,TOULOUSE,31,,sirene
794520874,79452087400049,,SOCIETE D INTEGRATION DE RESEAUX DE TELECOMMUNICATIONS,reseaux,42.22Z,Construction de reseaux electriques et de telecommunications,LAVERUNE,34,,sirene
537934028,53793402800185,,CEGELEC VAL DE LOIRE,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,TOURS,37,,sirene
811772086,81177208600047,,ECO-TCE,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,L'HAY-LES-ROSES,94,,sirene
316933712,31693371200085,,TOUTENET,proprete,81.21Z,Nettoyage courant des batiments,SARAN,45,,sirene
318734530,31873453000039,,SICAVAC,controle,71.20B,"Analyses, essais et inspections techniques",SANCERRE,18,,sirene
802821454,80282145400013,,ASSISTANCE VAL DE LOIRE,proprete,81.29B,Autres activites de nettoyage n.c.a.,VOUNEUIL-SOUS-BIARD,86,,sirene
392646915,39264691500117,,GOLDY'S,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,BOURGES,18,,sirene
390887099,39088709900054,,CENTRE LOIRE ASSISTANCE,proprete,81.29B,Autres activites de nettoyage n.c.a.,VOUNEUIL-SOUS-BIARD,86,,sirene
478483092,47848309200035,,RAVELLI CLIMAT-SERVICE,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,PARIS 11,75,,sirene
539799940,53979994000033,,ENTREPRISE ET SERVICES,proprete,81.21Z,Nettoyage courant des batiments,ORLEANS,45,,sirene
380210823,38021082300064,,SARL D D S,proprete,81.30Z,Services d'amenagement paysager,SAINT-DOULCHARD,18,,sirene
422504084,42250408400076,,SG2B,controle,71.20B,"Analyses, essais et inspections techniques",NEVERS,58,,sirene
429884703,42988470300068,,SAMSIC FACILITY MANAGEMENT,securite,80.10Z,Activites de securite privee,CESSON-SEVIGNE,35,,sirene
522047281,52204728100038,,ABCLIMATISATION,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,BOURGES,18,,sirene
532555331,53255533100018,,SEBATELEC,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,SAINT-PALAIS,18,,sirene
502113913,50211391300037,,ANCELOT-LEPOLARD,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,SAINT-DOULCHARD,18,,sirene
418399135,41839913500031,,S.E.R.I. SOCIETE D'ELECTRICITE ET DE RESEAUX INFORMATIQUES,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,MEREAU,18,,sirene
319357240,31935724000039,,ENTREPRISE LECOMTE,cvc,43.29A,Travaux d'isolation,SAINT-FLORENT-SUR-CHER,18,,sirene
399104413,39910441300014,,FRANCK RENIER PAYSAGISTE SARL,proprete,81.30Z,Services d'amenagement paysager,LA CHAPELLE-SAINT-URSIN,18,,sirene
347547515,34754751500036,,SARL JACK NET,proprete,81.21Z,Nettoyage courant des batiments,COSNE-COURS-SUR-LOIRE,58,,sirene
351574181,35157418100019,,GIET ISOLBERRI,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,BOURGES,18,,sirene
325493492,32549349200012,,S A E T-ANCIENS ETS TESSIER,maintenance,33.14Z,Reparation d'equipements electriques,SAINT-DOULCHARD,18,,sirene
331055095,33105509500011,,AGRI CONCEPT,maintenance,33.12Z,Reparation de machines et equipements mecaniques,BELABRE,36,,sirene
331942029,33194202900033,,RN SETE,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,GIEN,45,,sirene
251801817,25180181700023,,SMIRTOM DU SAINT AMANDOIS,environnement,38.11Z,Collecte des dechets non dangereux,DREVANT,18,,sirene
487422891,48742289100027,,SAS DUN ENERGIES,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,DUN-SUR-AURON,18,,sirene
824401616,82440161600027,,LGV ELEC,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,MARZY,58,,sirene
333857605,33385760500013,,EIFFAGE ENERGIE SYSTEMES - BOURGEOT,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,FOURCHAMBAULT,58,,sirene
523964096,52396409600011,,THERMO-CENTRE,cvc,43.29A,Travaux d'isolation,JOUET-SUR-L'AUBOIS,18,,sirene
502658180,50265818000018,,SAINES DEVELOPPEMENT,proprete,81.21Z,Nettoyage courant des batiments,BOURGES,18,,sirene
444630701,44463070100019,,FROID CENTRE SARL,maintenance,33.12Z,Reparation de machines et equipements mecaniques,SOYE-EN-SEPTAINE,18,,sirene
802995258,80299525800026,,CASACLEAN,proprete,81.21Z,Nettoyage courant des batiments,THEILLAY,41,,sirene
878602101,87860210100015,,RF ENTREPRISE,proprete,81.22Z,Autres activites de nettoyage des batiments et nettoyage industriel,VIERZON,18,,sirene
775532955,77553295500033,,MERLIN T P,reseaux,42.21Z,Construction de reseaux pour fluides,PANNES,45,,sirene
805096849,80509684900023,,EMC2 18,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,SAINT DOULCHARD,18,,sirene
335184339,33518433900075,,ECOPORTAIL,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,SAINT-DOULCHARD,18,,sirene
323147710,32314771000038,,PLUS 18,cvc,43.29A,Travaux d'isolation,SAINT-DOULCHARD,18,,sirene
303264998,30326499800020,,SAS ROBINEAU,reseaux,42.21Z,Construction de reseaux pour fluides,SAINT-SATUR,18,,sirene
315575308,31557530800012,,ETABLISSEMENTS FOREST ET PELOILLE,maintenance,33.12Z,Reparation de machines et equipements mecaniques,BOULLERET,18,,sirene
822599957,82259995700021,,GUERUT DAVID,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,SANCOINS,18,,sirene
791488430,79148843000038,,DIRECT SECURITE PRIVEE,securite,80.10Z,Activites de securite privee,BOURGES,18,,sirene
799516067,79951606700029,,H.D.A CENTRE,proprete,81.29A,"Desinfection, desinsectisation, deratisation",BOURGES,18,,sirene
800303539,80030353900012,,SYNAPSE SECURITE,securite,80.10Z,Activites de securite privee,BOURGES,18,,sirene
501441711,50144171100022,,SE D'ELECTRICITE ET DE CHAUFFAGE,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,BOURGES,18,,sirene
383026911,38302691100024,,ALFACOM,reseaux,42.22Z,Construction de reseaux electriques et de telecommunications,COLOMBIERS,18,,sirene
553720277,55372027700019,,A.E.B. ELECTRICITE,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,SAINT-GERMAIN-DU-PUY,18,,sirene
350480034,35048003400015,,PALIN-ESPACES VERTS,proprete,81.30Z,Services d'amenagement paysager,SAINT-DENIS-DE-PALIN,18,,sirene
351801543,35180154300031,,TRAVAUX PUBLICS ET BATIMENTS DU CENTRE,reseaux,42.21Z,Construction de reseaux pour fluides,SAINT-DOULCHARD,18,,sirene
918160920,91816092000024,,CLEROYT,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,VIERZON,18,,sirene
423150739,42315073900013,,ENTREPRISE MORAND,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,VIERZON,18,,sirene
432368132,43236813200044,,PLOMBERIE DU HAUT BERRY,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,QUANTILLY,18,,sirene
877575936,87757593600027,,FLAMESPEED,proprete,81.22Z,Autres activites de nettoyage des batiments et nettoyage industriel,ARGENT-SUR-SAULDRE,18,,sirene
414028936,41402893600022,,M.V.18,cvc,43.29A,Travaux d'isolation,SAINT-MARTIN-D'AUXIGNY,18,,sirene
504945221,50494522100027,,MONTAGNE FROID CLIMATISATION,maintenance,33.12Z,Reparation de machines et equipements mecaniques,SAINT-ELOY-DE-GY,18,,sirene
451235451,45123545100031,,CONSTRUCTION ELECTROTECHNIQUE DU BAT,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,BOURGES,18,,sirene
790884357,79088435700050,,PROPARTNER INCENDIE,securite,80.20Z,Activites liees aux systemes de securite,TOUL,54,,sirene
788161800,78816180000016,,ETABLISSEMENTS CORDAT ET BRAULT,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,VIERZON,18,,sirene
399387117,39938711700092,,E2M,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,CANEJAN,33,,sirene
388241184,38824118400141,,COOL'S NETTOYAGES,proprete,81.21Z,Nettoyage courant des batiments,MALEMORT,19,,sirene
502198856,50219885600044,,CAUM,reseaux,42.22Z,Construction de reseaux electriques et de telecommunications,LESCAR,64,,sirene
503706806,50370680600018,,AUXI'LIFE 19,proprete,81.21Z,Nettoyage courant des batiments,MALEMORT,19,,sirene
329844047,32984404700053,,MAGRIT,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,USSEL,19,,sirene
825880305,82588030500024,,LEMAIRE SAS,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,TULLE,19,,sirene
380113415,38011341500026,,G E M A GROUPE ELECTROGENES MAINTENANCE,maintenance,33.20D,"Installation d'equipements electriques, de materiels electroniques et optiques ou d'autres materiels",VALLANS,79,,sirene
409707270,40970727000024,,DELCAMBRE,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,SAINT-SORNIN-LAVOLPS,19,,sirene
308636679,30863667900083,,GENESTE FRANCE,maintenance,33.14Z,Reparation d'equipements electriques,BRIVE-LA-GAILLARDE,19,,sirene
352081715,35208171500034,,ATELIER BOBINAGE ELECTRIQUE SOULAS,maintenance,33.14Z,Reparation d'equipements electriques,BRIVE-LA-GAILLARDE,19,,sirene
382830693,38283069300018,,ATELIER FORESTIER DU CENTRE OUEST,maintenance,33.12Z,Reparation de machines et equipements mecaniques,EGLETONS,19,,sirene
537406613,53740661300019,,SEVE SERVICE,proprete,81.30Z,Services d'amenagement paysager,EGLETONS,19,,sirene
505399808,50539980800011,,ECO. TRAVAUX,cvc,43.29A,Travaux d'isolation,GIMEL-LES-CASCADES,19,,sirene
443606041,44360604100087,,COPLAND HTB,reseaux,42.22Z,Construction de reseaux electriques et de telecommunications,SAMADET,40,,sirene
449434737,44943473700044,,V2G PAYSAGES,proprete,81.30Z,Services d'amenagement paysager,LA ROCHEPOT,21,,sirene
800379364,80037936400022,,FOREST PIONEER FRANCE,maintenance,33.12Z,Reparation de machines et equipements mecaniques,EGLETONS,19,,sirene
852084946,85208494600015,,E C R T P,reseaux,42.22Z,Construction de reseaux electriques et de telecommunications,SAINT-JULIEN-AUX-BOIS,19,,sirene
902014554,90201455400015,,JJSS - ETABLISSEMENT SOULIER,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,SAINT-PANTALEON-DE-LARCHE,19,,sirene
675520241,67552024100018,,ETABLISSEMENTS MIANE ET VINATIER,reseaux,42.21Z,Construction de reseaux pour fluides,BRIVE LA GAILLARDE,19,,sirene
822167284,82216728400048,,ISODEAL,cvc,43.29A,Travaux d'isolation,MALVILLE,44,,sirene
798456893,79845689300022,,AKIDOOR AUTOMATISME,maintenance,43.29B,Autres travaux d'installation n.c.a.,IZON,33,,sirene
792306409,79230640900022,,FCP SERVICE,maintenance,33.12Z,Reparation de machines et equipements mecaniques,USSAC,19,,sirene
389745902,38974590200079,,INFORMATIQUE MAINTENANCE SERVICES,depannage,95.11Z,Reparation d'ordinateurs et d'equipements peripheriques,LIMOGES,87,,sirene
331302109,33130210900011,,CONTANT,reseaux,42.22Z,Construction de reseaux electriques et de telecommunications,LUBERSAC,19,,sirene
479024721,47902472100033,,VENTELIS,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,COUERON,44,,sirene
418148060,41814806000043,,DELCAMBRE ET SUCCESSEURS,cvc,43.22B,Travaux d'installation d'equipements thermiques et de climatisation,OBJAT,19,,sirene
405144221,40514422100067,,VIATECH,proprete,81.22Z,Autres activites de nettoyage des batiments et nettoyage industriel,MALEMORT,19,,sirene
399550342,39955034200048,,SARL CLIM ENERGIE,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,BRIVE-LA-GAILLARDE,19,,sirene
400545356,40054535600042,,FARGE PAYSAGE,proprete,81.30Z,Services d'amenagement paysager,LADIGNAC-SUR-RONDELLES,19,,sirene
400591723,40059172300038,,SEVE PAYSAGE SARL,proprete,81.30Z,Services d'amenagement paysager,SAINT-VIANCE,19,,sirene
504494584,50449458400023,,PLOMB ELEC SYSTEME,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,USSAC,19,,sirene
407905181,40790518100027,,FAUGERAS THERMIQUE SANITAIRE,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,BRIVE-LA-GAILLARDE,19,,sirene
390163988,39016398800038,,SOC SITTELEC,reseaux,43.21A,Travaux d'installation electrique dans tous locaux,BRIVE-LA-GAILLARDE,19,,sirene
452699010,45269901000016,,SOTHYS AURIAC,proprete,81.30Z,Services d'amenagement paysager,AURIAC,19,,sirene
350438628,35043862800017,,ETABLISSEMENTS SOUBRANNE,cvc,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,EGLETONS,19,,sirene
251903100,25190310000039,,SYNDICAT MIXTE POUR LE RAMASSAGE ET LE TRAITEMENT DES ORDURES MENAGERES DE LA REGION BRIVE,environnement,38.11Z,Collecte des dechets non dangereux,BRIVE-LA-GAILLARDE,19,,sirene
879311199,87931119900027,,19 PROPRETE,proprete,81.21Z,Nettoyage courant des batiments,BRIVE-LA-GAILLARDE,19,,sirene
884954587,88495458700033,,VERIALIS BRIVE,proprete,81.22Z,Autres activites de nettoyage des batiments et nettoyage industriel,SAINT-PANTALEON-DE-LARCHE,19,,sirene
